sede_sise,distancia_km,cod_mod,nombre_colegio,gestion,tipo_gestion,provincia,distrito,direccion,latitud,longitud
SISE SAN JUAN DE LURIGANCHO,3.49,0778761,161 MOISES COLONIA TRINIDAD,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,MZ Q,-11.98837,-77.01676
SISE SAN JUAN DE LURIGANCHO,1.7,0762864,0138 PROCERES DE LA INDEPENDENCIA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON REJALGAR 785,-12.00389,-76.99677
SISE SAN JUAN DE LURIGANCHO,0.53,1067040,JESUS EL BUEN PASTOR,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS ARANDANOS 111,-12.01281,-77.00277
SISE SAN JUAN DE LURIGANCHO,4.15,0901355,SAN AGUSTIN,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA DEL BOSQUE 430,-11.98001,-77.00394
SISE SAN JUAN DE LURIGANCHO,4.13,0607697,1182 EL BOSQUE,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS CIRUELOS 898,-11.98055,-76.99851
SISE SAN JUAN DE LURIGANCHO,1.58,0336578,1178 JAVIER HERAUD,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON AREQUIPA S/N,-12.028,-77.0139
SISE SAN JUAN DE LURIGANCHO,2.02,0578542,122 ANDRES AVELINO CACERES,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON PALLKA,-12.01584,-76.98582
SISE SAN JUAN DE LURIGANCHO,2.87,0642926,0090 DANIEL ALCIDES CARRION,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA PRINCIPAL S/N,-12.02455,-76.97902
SISE SAN JUAN DE LURIGANCHO,1.95,1072941,LEONARD EULER,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,MZ B LOTE 10,-12.00323,-76.99357
SISE SAN JUAN DE LURIGANCHO,0.84,0578476,CIENCIAS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON HUANACAURE 890,-12.02186,-76.99822
SISE SAN JUAN DE LURIGANCHO,0.07,0578559,1173 JULIO CESAR TELLO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,PLAZA PRINCIPAL EL PUEBLITO,-12.01783,-77.00396
SISE SAN JUAN DE LURIGANCHO,1.5,0901389,SAN LUIS GONZAGA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS LAJAS 287,-12.00384,-77.00439
SISE SAN JUAN DE LURIGANCHO,4.52,0901629,SOR ANA DE LOS ANGELES,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON RIO CHANCAY MZ E LOTE 15,-11.97731,-76.99658
SISE SAN JUAN DE LURIGANCHO,0.63,1192442,SAN BENITO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS ORTIGAS 724,-12.01706,-77.01008
SISE SAN JUAN DE LURIGANCHO,1.32,0901405,HIJOS DE NUESTRA SE¥ORA DE LA MERCED III,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON BORAX 631,-12.00669,-76.99885
SISE SAN JUAN DE LURIGANCHO,1.67,0578492,0076 MARIA AUXILIADORA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON SAN MARTIN S/N,-12.00914,-77.01728
SISE SAN JUAN DE LURIGANCHO,0.98,0556340,0071 NUESTRA SE¥ORA DE LA MERCED,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA CANTO GRANDE S/N,-12.01674,-77.01337
SISE SAN JUAN DE LURIGANCHO,2.44,0578468,CABO GC. MARTIN ESQUICHA BERNEDO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA LAS LOMAS S/N,-12.01092,-76.98282
SISE SAN JUAN DE LURIGANCHO,4.3,0900829,0143 SOLIDARIDAD II,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,CAMPOY MZ G ZONA III,-12.01564,-76.9648
SISE SAN JUAN DE LURIGANCHO,2.17,0607556,109 INCA MANCO CAPAC,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS JASPES MZ I4 LOTE 1,-11.99828,-76.99991
SISE SAN JUAN DE LURIGANCHO,0.46,0703306,SARITA COLONIA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS LAUSONIAS 712,-12.01552,-77.00819
SISE SAN JUAN DE LURIGANCHO,1.03,0578534,0113 DANIEL ALOMIA ROBLES,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS CAROLINAS S/N MZ L1 LOTE 1,-12.00944,-77.00937
SISE SAN JUAN DE LURIGANCHO,3.23,0901173,DIVINO SEMBRADOR,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS DIAMANTES 2606,-11.98829,-77.00289
SISE SAN JUAN DE LURIGANCHO,1.16,1193200,NUESTRA SE¥ORA DEL SAGRADO CORAZON,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE LAS ANEMONAS 1401,-12.00753,-77.00806
SISE SAN JUAN DE LURIGANCHO,1.04,0336891,FE Y ALEGRIA 05,P£blica de gesti¢n privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,PASAJE HIPOLITO UNANUE S/N,-12.02471,-77.01012
SISE SAN JUAN DE LURIGANCHO,2.68,0665273,126 JAVIER PEREZ DE CUELLAR,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON CANTO RODADO 620,-11.9933,-77.00211
SISE SAN JUAN DE LURIGANCHO,1.67,0578443,1179 TOMAS ALVA EDISON,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA PROCERES DE LA INDEPENDENCIA S/N,-12.03016,-77.01222
SISE SAN JUAN DE LURIGANCHO,2.45,1070077,0149 JORGE CIEZA LACHOS,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON SOCHIN MZ C1 LOTE 35,-12.0085,-76.98367
SISE SAN JUAN DE LURIGANCHO,0.85,1067008,MATEMATICO CATOLICO SAN JUAN,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON CODORNICES S/N MZ D LOTE 8-10-11,-12.01206,-76.99868
SISE SAN JUAN DE LURIGANCHO,2.4,1072222,NUEVO PITAGORAS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS TURMALINAS 518,-11.99574,-77.00423
SISE SAN JUAN DE LURIGANCHO,0.76,0901595,LOS PEREGRINOS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA PIRAMIDE DEL SOL 505,-12.02369,-77.00198
SISE SAN JUAN DE LURIGANCHO,2.49,0901363,PITAGORAS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS ARENISCAS S/N MZ X LOTE 11-12,-11.99491,-77.00473
SISE SAN JUAN DE LURIGANCHO,4.54,0665554,SAN RAFAEL,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA DEL PARQUE 235-237,-11.97645,-77.00608
SISE SAN JUAN DE LURIGANCHO,1.58,0901132,TESLA DE SAN JUAN DE LURIGANCHO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON CAJAMARQUILLA 1316,-12.02262,-76.99083
SISE SAN JUAN DE LURIGANCHO,1.45,0901611,SAN ANDRES,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS JUNCAS 706,-12.0071,-77.01272
SISE SAN JUAN DE LURIGANCHO,0.97,0901348,MARIA INMACULADA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS CHASQUIS 553,-12.02564,-77.00701
SISE SAN JUAN DE LURIGANCHO,0.99,0901678,ENRIQUE CAMINO BRENT,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA PROCERES DE LA INDEPENDENCIA 1571,-12.00837,-77.00484
SISE SAN JUAN DE LURIGANCHO,0.93,0578484,SANTA MARIANA DE JESUS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON TIAHUANACO 679,-12.0255,-77.00254
SISE SAN JUAN DE LURIGANCHO,1.4,0555946,1174 VIRGEN DEL CARMEN,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS AMAUTAS 248,-12.0286,-77.01004
SISE SAN JUAN DE LURIGANCHO,1.75,0901645,SANTIAGO ANTUNEZ DE MAYOLO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON TEMPLO DEL SOL 585,-12.01619,-76.98828
SISE SAN JUAN DE LURIGANCHO,2.39,0607549,0091 SANTA FE,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS GIRASOLES S/N,-11.99706,-76.99689
SISE INDEPENDENCIA,4.89,1073212,0045 SAN ANTONIO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,PASAJE TUMBES S/N,-12.00468,-77.01691
SISE SAN JUAN DE LURIGANCHO,1.96,1073212,0045 SAN ANTONIO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,PASAJE TUMBES S/N,-12.00468,-77.01691
SISE SAN JUAN DE LURIGANCHO,4.12,0728303,SAN JUAN DE LAS AMERICAS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE LOS NARANJOS 146,-11.98079,-77.01111
SISE SAN JUAN DE LURIGANCHO,0.07,0778829,LATINOAMERICANO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS ARTEMIAS MZ R LOTE 05,-12.01677,-77.00473
SISE SAN JUAN DE LURIGANCHO,0.68,0901413,SANTO DOMINGO DE GUZMAN,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON JOSE ANTONIO ENCINAS 430,-12.01877,-77.01044
SISE SAN JUAN DE LURIGANCHO,1.52,0901769,INGENIERIA DE LAS LOMAS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE VILLAC UMU 1238,-12.022928,-76.991558
SISE SAN JUAN DE LURIGANCHO,1.36,1071935,SAN FRANCISCO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS YUPANQUIS 286,-12.02458,-76.9943
SISE SAN JUAN DE LURIGANCHO,2.38,0901520,COLEGIO PRIVADO UNI,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA 13 DE ENERO 2115,-11.99589,-77.00535
SISE SAN JUAN DE LURIGANCHO,4.4,0901447,SANTA JUANA DE LESTONNAC,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE LOS AMANCAES 159,-11.97856,-77.01245
SISE SAN JUAN DE LURIGANCHO,1.29,0901637,NI¥O DE BELEN,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS CHULPAS 200,-12.02847,-77.00759
SISE SAN JUAN DE LURIGANCHO,0.81,1221860,SHONA GARCIA VALLE,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON SAN FEDERICO 778 - 780,-12.02447,-77.00319
SISE SAN JUAN DE LURIGANCHO,4.65,1222900,ANGELO PATRI,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,MZ V1 SECTOR 3,-12.00959,-76.9623
SISE SAN JUAN DE LURIGANCHO,0.66,1245794,EL CARMELO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS ARANDAMOS 380,-12.01205,-77.00723
SISE SAN JUAN DE LURIGANCHO,1.91,1245513,APOSTOL SAN JUDAS TADEO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS CELEDONIAS 639,-12.00311,-77.01423
SISE SAN JUAN DE LURIGANCHO,1.99,1245158,MATER PURISSIMA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA RIMAC 119,-12.03116,-77.01589
SISE SAN JUAN DE LURIGANCHO,1.53,1244797,AMIGOS DE JESUS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS ORTIGAS 1794,-12.00449,-77.0094
SISE SAN JUAN DE LURIGANCHO,1.05,1244599,MILAGROSA NUESTRA SE¥ORA DEL CARMEN,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS OXALIDAS 205,-12.00813,-77.00659
SISE SAN JUAN DE LURIGANCHO,2.08,0901256,INNOVADOR MAKARENKO DE SANTA MARIA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE KILLKE 374,-12.01774,-76.98525
SISE SAN JUAN DE LURIGANCHO,1.92,1223023,170 SANTA ROSA DEL SAUCE,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA LAS ROSAS S/N,-12.00889,-76.98889
SISE SAN JUAN DE LURIGANCHO,4.88,1073709,SANTA ROSA PURISIMA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE WILLY RETTO 3292,-11.97362,-77.00886
SISE SAN JUAN DE LURIGANCHO,4.68,1223304,NUESTRA SE¥ORA DEL ROSARIO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON EL ROSARIO 636-658 ETAPA V,-11.97673,-76.99279
SISE SAN JUAN DE LURIGANCHO,2.98,1063262,1044 MARIA REICHE NEWMANN,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,CALLE 21 MZ H4,-12.044016,-77.003
SISE SAN JUAN DE LURIGANCHO,1.7,1063221,134 RAMIRO PRIALE,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,CALLE 7 DE JUNIO MZ A LOTE 49,-12.031899,-77.008878
SISE SAN JUAN DE LURIGANCHO,1.9,1063148,115 TORIBIO RODRIGUEZ DE MENDOZA,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,CALLE LOS LIRIOS 105,-12.0343,-77.006
SISE SAN JUAN DE LURIGANCHO,4.29,0578278,1171 JORGE BASADRE GROHMANN,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,AVENIDA INDEPENDENCIA 586,-12.055789,-77.001602
SISE SANTA BEATRIZ,4.45,0578278,1171 JORGE BASADRE GROHMANN,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,AVENIDA INDEPENDENCIA 586,-12.055789,-77.001602
SISE SAN JUAN DE LURIGANCHO,2.73,0578260,0085 JOSE DE LA TORRE UGARTE,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,CALLE LOS ALGARROBOS MZ Q,-12.0379,-76.99063
SISE SAN JUAN DE LURIGANCHO,1.48,1063106,0098 PERU JAPON,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,INDEPENDENCIA MZ D LOTE 19,-12.02852,-76.99701
SISE SAN JUAN DE LURIGANCHO,3.85,1063346,GLORIOSOS HUSARES DE JUNIN,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,JIRON MARIANO BALDARRAGA S/N,-12.0515,-76.9987
SISE SANTA BEATRIZ,4.98,1063346,GLORIOSOS HUSARES DE JUNIN,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,JIRON MARIANO BALDARRAGA S/N,-12.0515,-76.9987
SISE SAN JUAN DE LURIGANCHO,2.02,0664912,0009 JOSE MARIA ARGUEDAS,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,NAZARETH,-12.02803,-76.98938
SISE SAN JUAN DE LURIGANCHO,3.66,1008929,1025 MARIA PARADO DE BELLIDO,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,JIRON CAJACAY,-12.050187,-77.006187
SISE SANTA BEATRIZ,4.45,1008929,1025 MARIA PARADO DE BELLIDO,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,JIRON CAJACAY,-12.050187,-77.006187
SISE SAN JUAN DE LURIGANCHO,4.46,0725523,046 LOS LIBERTADORES DE AYACUCHO,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,PASAJE LOS ANGELES S/N,-12.05624,-76.99453
SISE SAN JUAN DE LURIGANCHO,3.63,0703413,COLEGIOS KEPLER - LA CORPORACION,Privada,Privado,LIMA,EL AGUSTINO,JIRON HOYLE PALACIOS 213,-12.04965,-77.00027
SISE SANTA BEATRIZ,4.97,0703413,COLEGIOS KEPLER - LA CORPORACION,Privada,Privado,LIMA,EL AGUSTINO,JIRON HOYLE PALACIOS 213,-12.04965,-77.00027
SISE SAN JUAN DE LURIGANCHO,3.29,0775320,FE Y ALEGRIA 39,P£blica de gesti¢n privada,Privado,LIMA,EL AGUSTINO,RIO CHEPEN,-12.0433,-76.9899
SISE SAN JUAN DE LURIGANCHO,3.39,0903864,SAN ANTONIO,Privada,Privado,LIMA,EL AGUSTINO,JIRON CHAVI¥A 1273,-12.047733,-77.002833
SISE SANTA BEATRIZ,4.9,0903864,SAN ANTONIO,Privada,Privado,LIMA,EL AGUSTINO,JIRON CHAVI¥A 1273,-12.047733,-77.002833
SISE SAN JUAN DE LURIGANCHO,3.51,0556258,JOHANNES GUTENBERG,Privada,Privado,LIMA,EL AGUSTINO,CALLE RENAN OLIVERA 257,-12.04798,-76.99687
SISE SAN JUAN DE LURIGANCHO,1.72,1066398,LOS INGENIEROS DE MY LITTLE SCHOOL,Privada,Privado,LIMA,EL AGUSTINO,AVENIDA JOSE CARLOS MARIATEGUI 2498,-12.03183,-76.99889
SISE SAN JUAN DE LURIGANCHO,3.79,0334672,NICOLAS DE PIEROLA,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,JIRON PATIVILCA S/N,-12.05079,-77.0107
SISE SANTA BEATRIZ,4.06,0334672,NICOLAS DE PIEROLA,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,JIRON PATIVILCA S/N,-12.05079,-77.0107
SISE SAN JUAN DE LURIGANCHO,3.51,0605519,SAN VICENTE DE PAUL,Privada,Privado,LIMA,EL AGUSTINO,JIRON REYNAFARGE HURTADO 451,-12.04807,-76.9974
SISE SAN JUAN DE LURIGANCHO,4.56,0519645,GRAN MARISCAL ANDRES AVELINO CACERES DORREGARAY,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,AVENIDA RIVA AGUERO 176,-12.05819,-77.00672
SISE SANTA BEATRIZ,3.84,0519645,GRAN MARISCAL ANDRES AVELINO CACERES DORREGARAY,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,AVENIDA RIVA AGUERO 176,-12.05819,-77.00672
SISE SAN JUAN DE LURIGANCHO,2.44,1063304,1047 JUANA INFANTES VERA,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,CALLE AGUA MARINA S/N,-12.03318,-76.98888
SISE SAN JUAN DE LURIGANCHO,1.67,0663971,112 HEROES DE LA BRE¥A,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,CALLE CARACOL 1040,-12.03062,-76.99718
SISE SAN JUAN DE LURIGANCHO,2.94,0336586,JOSE CARLOS MARIATEGUI,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,AVENIDA RIVA AGUERO 1758,-12.04284,-76.9974
SISE SAN JUAN DE LURIGANCHO,3.54,1008531,EL SEMBRADOR,Privada,Privado,LIMA,EL AGUSTINO,JIRON JOSE QUI¥ONES 448,-12.04879,-76.99948
SISE SAN JUAN DE LURIGANCHO,3.57,1225549,VIRGEN MARIA,Privada,Privado,LIMA,EL AGUSTINO,JIRON JUAN GUTIERREZ CHUNQUI 216,-12.04911,-77.00014
SISE SAN JUAN DE LURIGANCHO,1.63,1246313,SANTA CUARESMA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS PERLAS 1871,-12.00275,-77.00655
SISE SAN JUAN DE LURIGANCHO,3.63,1250653,SAN CARLOS,Privada,Privado,LIMA,EL AGUSTINO,HOYLE PALACIOS,-12.04948,-76.999
SISE SAN JUAN DE LURIGANCHO,1.1,1258128,JESUS ES EL CAMINO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA PROCERES DE LA INDEPENDENCIA 223,-12.02543,-77.01013
SISE SAN JUAN DE LURIGANCHO,3.23,1261197,EULER,Privada,Privado,LIMA,EL AGUSTINO,AVENIDA RIVA AGUERO 1570,-12.04575,-76.9986
SISE SAN JUAN DE LURIGANCHO,0.85,1263813,MENTOR DE LAS FLORES,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA LAS FLORES 783-785-787,-12.01609,-77.01202
SISE SAN JUAN DE LURIGANCHO,4.46,1263854,SAGRADO CORAZON,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE LOS DURAZNOS 251,-12.01062,-76.9639
SISE SAN JUAN DE LURIGANCHO,1.46,1264092,LOS HIJOS DE MARIA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA MALECON MIGUEL CHECA EGUIGUREN 1051-1053,-12.02649,-76.9947
SISE SAN JUAN DE LURIGANCHO,3.03,1264340,JUVENTUD CIENTIFICA,Privada,Privado,LIMA,EL AGUSTINO,"AVENIDA RIVA AGUERO 1672 MZ G LOTE 8,9,10 ETAPA I SECTOR V",-12.043698,-76.997616
SISE SAN JUAN DE LURIGANCHO,4.38,1264381,FERMIN TANGUIS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,MZ A-1 LOTE 2-A ETAPA III,-11.97835,-77.0107
SISE SAN JUAN DE LURIGANCHO,0.89,1265545,DAVID AUSUBEL,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,LAS AMBROSIAS,-12.01139,-77.00981
SISE SAN JUAN DE LURIGANCHO,4.85,1257963,SAN MIGUEL,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,SAN MIGUEL DE PALLANCHACRA MZ 13 LOTE 17,-12.01875,-76.95974
SISE INDEPENDENCIA,4.6,1500800,ARCA DE NOE,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON NEVADO HUASCARAN 311,-11.982,-77.0179
SISE SAN JUAN DE LURIGANCHO,4.19,1500800,ARCA DE NOE,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON NEVADO HUASCARAN 311,-11.982,-77.0179
SISE SAN JUAN DE LURIGANCHO,0.49,1500826,MAVE SCHOOL,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON SAN ENRIQUE 967-A,-12.01843,-76.99996
SISE SAN JUAN DE LURIGANCHO,0.53,1500834,NUESTRA SE¥ORA DE LA ASUNCION,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON CORICANCHA 736,-12.02093,-77.00114
SISE SAN JUAN DE LURIGANCHO,4.23,1500883,IGNACIO MERINO,Privada,Privado,LIMA,EL AGUSTINO,JIRON MARISCAL CACERES 296,-12.05523,-77.00642
SISE SANTA BEATRIZ,4.06,1500883,IGNACIO MERINO,Privada,Privado,LIMA,EL AGUSTINO,JIRON MARISCAL CACERES 296,-12.05523,-77.00642
SISE SAN JUAN DE LURIGANCHO,4.4,1500958,WILLIAM PRESCOTT,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON RIO HUAURA SECTOR I MZ B LOTE 3,-11.97809,-76.99859
SISE SAN JUAN DE LURIGANCHO,3.84,1501097,FELIPE GUAMAN POMA DE AYALA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA SANTA ROSA 935,-11.9843,-76.99392
SISE SAN JUAN DE LURIGANCHO,3.92,1501139,SAN VICENTE FERRER,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA CANTO GRANDE 2756,-11.98323,-77.01357
SISE SAN JUAN DE LURIGANCHO,4.72,1227461,LA PRADERA II,P£blica de gesti¢n directa,Público,LIMA,EL AGUSTINO,AVENIDA LA FLORESTA S/N MZ K-1 LOTE 15 ETAPA II ZONA I,-12.03034,-76.96305
SISE SAN JUAN DE LURIGANCHO,2.66,1501535,LAS AMERICAS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON CANTO RODADO 428,-11.99334,-77.00487
SISE SAN JUAN DE LURIGANCHO,2.57,1501543,CORAZON DE JESUS,Privada,Privado,LIMA,EL AGUSTINO,LA ATARJEA MZ O LOTE 20,-12.03453,-76.98864
SISE SAN JUAN DE LURIGANCHO,1.92,1501634,FERNANDO STAHL,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON CAJAMARQUILLA 1526,-12.0231,-76.98772
SISE SAN JUAN DE LURIGANCHO,1.67,1501725,HIJOS DE MARIA AUXILIADORA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS OLIVINOS 1600,-12.00401,-76.99716
SISE SAN JUAN DE LURIGANCHO,3.63,1501741,DIVINA MISERICORDIA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA EL SOL 376,-11.98476,-77.00749
SISE SAN JUAN DE LURIGANCHO,2.04,1501873,MARIA REYNA DEL CIELO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON OIEDRA DEL SOL 1778,-12.00016,-76.99768
SISE SAN JUAN DE LURIGANCHO,4.06,1501188,BERTOLT BRECHT BREZING,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS DURAZNOS 300,-11.98094,-77.00801
SISE SAN JUAN DE LURIGANCHO,2.02,1502277,SAN JUAN DE LA SALLE,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS PERLAS 2015,-11.99946,-77.00776
SISE SAN JUAN DE LURIGANCHO,1.05,1502319,SAN JUAN BAUTISTA DE LA SALLE,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE LOS PALMITOS 953,-12.01342,-77.01313
SISE SAN JUAN DE LURIGANCHO,2.6,1502418,HUSARES DE JUNIN,Privada,Privado,LIMA,EL AGUSTINO,AVENIDA FERROCARRIL 1997,-12.03612,-76.99017
SISE SAN JUAN DE LURIGANCHO,1.08,1502475,VICTORIA BARCIA BONIFFATTI,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON CHULPAS 521,-12.02577,-77.00923
SISE INDEPENDENCIA,4.94,1502533,MARIA MAZZARELLO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS MILENRAMAS 819,-12.00125,-77.01533
SISE SAN JUAN DE LURIGANCHO,2.15,1502533,MARIA MAZZARELLO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS MILENRAMAS 819,-12.00125,-77.01533
SISE SAN JUAN DE LURIGANCHO,0.81,1502590,VIRGEN DE LA CANDELARIA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS CRUCINELAS 553,-12.01947,-77.01141
SISE SAN JUAN DE LURIGANCHO,3.69,1502608,APPU - NUEVO PERU,Privada,Privado,LIMA,EL AGUSTINO,AVENIDA RIVA AGUERO 1137,-12.05042,-77.00233
SISE SANTA BEATRIZ,4.75,1502608,APPU - NUEVO PERU,Privada,Privado,LIMA,EL AGUSTINO,AVENIDA RIVA AGUERO 1137,-12.05042,-77.00233
SISE SAN JUAN DE LURIGANCHO,1.72,1278944,ALEXANDER FLEMING,Privada,Privado,LIMA,EL AGUSTINO,CALLE LAS GAVIOTAS 274,-12.0321,-76.9997
SISE SAN JUAN DE LURIGANCHO,4.12,1278662,INTERNACIONAL ELIM,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS OLMOS 128,-11.98138,-77.01356
