sede_sise,distancia_km,cod_mod,nombre_colegio,gestion,tipo_gestion,provincia,distrito,direccion,latitud,longitud
SISE PUENTE PIEDRA,3.85,0781278,3073 EL DORADO,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,AVENIDA JULIO DIAZ S/N,-11.83432,-77.09533
SISE PUENTE PIEDRA,2.9,0781302,3074 PEDRO RUIZ GALLO,P£blica de gesti¢n directa,Público,LIMA,CARABAYLLO,AVENIDA EL ROSARIO S/N,-11.843323,-77.06224
SISE PUENTE PIEDRA,1.9,0781369,5168 ROSA LUZ,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,CALLE LAS ORQUIDEAS 319,-11.8806,-77.07223
SISE PUENTE PIEDRA,3.98,0832253,8161 MANUEL SCORZA TORRE,P£blica de gesti¢n directa,Público,LIMA,CARABAYLLO,CALLE 5 S/N MZ J,-11.82905,-77.07259
SISE INDEPENDENCIA,2.58,0832337,PERUANO SUIZO,P£blica de gesti¢n directa,Público,LIMA,COMAS,CALLE 13 A S/N,-11.96703,-77.06011
SISE INDEPENDENCIA,4.18,0832402,SAN MARTIN DE PORRES,Privada,Privado,LIMA,COMAS,JIRON DOS DE MAYO 770,-11.95628,-77.04302
SISE PUENTE PIEDRA,4.98,0833343,MARIA REICHE,Privada,Privado,LIMA,COMAS,AVENIDA HEROES DEL ALTO CENEPA S/N MZ D LOTE 34,-11.90126,-77.05173
SISE INDEPENDENCIA,3.69,0833913,DANIEL ALCIDES CARRION,Privada,Privado,LIMA,COMAS,CALLE RIO PERENE S/N MZ G LOTE 21,-11.95714,-77.06088
SISE PUENTE PIEDRA,4.46,0845420,INGENIERIA DE SANTO DOMINGO,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA SANTA GABRIELA S/N MZ N1 LOTE 4,-11.83587,-77.10661
SISE VENTANILLA,4.45,0845420,INGENIERIA DE SANTO DOMINGO,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA SANTA GABRIELA S/N MZ N1 LOTE 4,-11.83587,-77.10661
SISE PUENTE PIEDRA,4.97,1037456,LOS AMAUTAS,Privada,Privado,LIMA,CARABAYLLO,JIRON URSULA PEREDA 380,-11.8917,-77.04168
SISE INDEPENDENCIA,3.85,1038926,SAN BENITO DEL CONO NORTE,Privada,Privado,LIMA,COMAS,JIRON LIBERTAD 541,-11.95637,-77.05199
SISE INDEPENDENCIA,3.76,1039320,FRANKLIN DELANO ROOSVELT,Privada,Privado,LIMA,COMAS,CALLE RIO CAPLINA 133 MZ F LOTE 36,-11.95654,-77.06141
SISE PUENTE PIEDRA,0.33,1053404,SAN MIGUEL ARCANGEL,Privada,Privado,LIMA,PUENTE PIEDRA,SAENZ PE¥A CUADRA 6,-11.86237,-77.08004
SISE PUENTE PIEDRA,2.06,1053768,DOMINGO ELIAS,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA LOS NARANJOS S/N MZ C LOTE 14,-11.87745,-77.06442
SISE PUENTE PIEDRA,1.54,1053818,MIGUEL DE CERVANTES,Privada,Privado,LIMA,PUENTE PIEDRA,JIRON LOS CLAVELES MZ B LOTE 1-2 ZONA TACNA,-11.85505,-77.08824
SISE VENTANILLA,4.67,1053818,MIGUEL DE CERVANTES,Privada,Privado,LIMA,PUENTE PIEDRA,JIRON LOS CLAVELES MZ B LOTE 1-2 ZONA TACNA,-11.85505,-77.08824
SISE PUENTE PIEDRA,1.13,1053925,RENACIMIENTO,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA SAN JUAN 181,-11.85888,-77.08656
SISE VENTANILLA,4.72,1053925,RENACIMIENTO,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA SAN JUAN 181,-11.85888,-77.08656
SISE PUENTE PIEDRA,4.34,1054113,3088 VISTA ALEGRE,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,CALLE LAS CONCHITAS S/N MZ E LOTE 9,-11.84182,-77.11031
SISE VENTANILLA,3.67,1054113,3088 VISTA ALEGRE,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,CALLE LAS CONCHITAS S/N MZ E LOTE 9,-11.84182,-77.11031
SISE VENTANILLA,4.38,1054154,3089 LOS ANGELES,P£blica de gesti¢n directa,Público,CALLAO,VENTANILLA,CALLE PARAISO S/N,-11.831949,-77.116767
SISE PUENTE PIEDRA,1.82,1054196,3070 MARIA DE LOS ANGELES,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,AVENIDA BUENOS AIRES S/N MZ K LOTE 9,-11.85322,-77.09004
SISE VENTANILLA,4.57,1054196,3070 MARIA DE LOS ANGELES,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,AVENIDA BUENOS AIRES S/N MZ K LOTE 9,-11.85322,-77.09004
SISE VENTANILLA,4.64,1054238,5166 BELLA AURORA,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,JIRON FRANCISCO BOLOGNESI S/N,-11.83196,-77.11009
SISE PUENTE PIEDRA,3.52,1054311,5178 VICTOR ANDRES BELAUNDE,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,AVENIDA TARAPACA S/N,-11.848705,-77.105932
SISE VENTANILLA,3.38,1054311,5178 VICTOR ANDRES BELAUNDE,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,AVENIDA TARAPACA S/N,-11.848705,-77.105932
SISE PUENTE PIEDRA,0.46,1054352,3071 MANUEL GARCIA CERRON,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,JIRON 9 DE JUNIO CDRA 4 S/N,-11.86841,-77.079
SISE PUENTE PIEDRA,1.57,1054360,ANTONIO RAYMONDI,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA PORVENIR S/N,-11.854,-77.08758
SISE VENTANILLA,4.78,1054360,ANTONIO RAYMONDI,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA PORVENIR S/N,-11.854,-77.08758
SISE PUENTE PIEDRA,2.26,1054394,5179 LOS PINOS,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,MZ L S/N MZ L,-11.88335,-77.07024
SISE PUENTE PIEDRA,4.59,1054436,5173 GUSTAVO MOHME LLONA,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,AVENIDA TIWINZA S/N MZ P LOTE 26,-11.90455,-77.06779
SISE PUENTE PIEDRA,0.31,1054758,SAGRADO CORAZON DE JESUS,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA MIGUEL GRAU 600,-11.86297,-77.0803
SISE PUENTE PIEDRA,0.36,1054915,DOMINGO FAUSTINO SARMIENTO,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA BUENOS AIRES 181Y 195,-11.8674,-77.0764
SISE PUENTE PIEDRA,2.92,1054956,VIRGEN DE FATIMA,Privada,Privado,LIMA,PUENTE PIEDRA,MZ B LOTE 4 Y 5,-11.8875,-77.06498
SISE INDEPENDENCIA,3.15,1195080,INGENIA SCHOOL LOS OLIVOS,Privada,Privado,LIMA,LOS OLIVOS,AVENIDA UNIVERSITARIA 5634 MZ E LOTE 6-7 ETAPA IV,-11.965137,-77.072776
SISE PUENTE PIEDRA,0.75,1247667,SAN JOSE DE NAZARETH,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA 1 S/N MZ B LOTE 4,-11.87004,-77.07406
SISE VENTANILLA,4.77,1257617,SAN FRANCISCO DE ASIS,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA INDO AMERICA S/N MZ C LOTE 23,-11.82674,-77.12656
SISE PUENTE PIEDRA,0.28,1257658,INNOVATEC SCHOOL,Privada,Privado,LIMA,PUENTE PIEDRA,MZ A-1 LOTE 02,-11.865603,-77.08013
SISE PUENTE PIEDRA,3.97,1257690,PROLOG DEL NORTE,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA LEONCIO PRADO 898,-11.84015,-77.10463
SISE VENTANILLA,4.18,1257690,PROLOG DEL NORTE,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA LEONCIO PRADO 898,-11.84015,-77.10463
SISE PUENTE PIEDRA,3.97,1257773,LOS CERVANTINOS,Privada,Privado,LIMA,PUENTE PIEDRA,MZ J LOTE 4-5,-11.89782,-77.06479
SISE INDEPENDENCIA,3.53,1257971,ALFRED BERNHARD NOBEL,Privada,Privado,LIMA,COMAS,JIRON PUQUIO 189,-11.96035,-77.04847
SISE PUENTE PIEDRA,2.38,1258334,5186 REPUBLICA DE JAPON,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,MZ F LOTE 1,-11.8802,-77.06299
SISE PUENTE PIEDRA,3.95,1495407,5174 JUAN PABLO II,P£blica de gesti¢n directa,Público,LIMA,CARABAYLLO,AVENIDA SAN ANTONIO S/N,-11.8297,-77.07024
SISE INDEPENDENCIA,4.86,1495555,PAUL GROUSSAC DE COMAS,Privada,Privado,LIMA,COMAS,CALLE LOS PROCERES 179,-11.947446,-77.050298
SISE INDEPENDENCIA,3.6,1495613,NUESTRA SE¥ORA DE GUADALUPE SEGUNDO,Privada,Privado,LIMA,COMAS,JIRON LIBERTAD 332,-11.95863,-77.0525
SISE PUENTE PIEDRA,4.98,1495944,8183 PITAGORAS,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,CALLE 6 MZ Y1 S/N,-11.82578,-77.10087
SISE PUENTE PIEDRA,4.82,1496280,REGINA MUNDI,Privada,Privado,LIMA,CARABAYLLO,JIRON MELCHOR ARTEAGA 361,-11.89439,-77.04583
SISE INDEPENDENCIA,2.74,1496512,CANTOR COLLEGE,Privada,Privado,LIMA,COMAS,AVENIDA METROPOLITANA 537,-11.96568,-77.06135
SISE PUENTE PIEDRA,2.05,1496553,LUMBRERAS,Privada,Privado,LIMA,PUENTE PIEDRA,MZ F LOTE 1,-11.88113,-77.0699
SISE PUENTE PIEDRA,1.97,1496611,SAN FRANCISCO DE PUENTE PIEDRA,Privada,Privado,LIMA,PUENTE PIEDRA,"MZ B6 LOTE 17-19, 44",-11.85464,-77.06276
SISE PUENTE PIEDRA,2.33,1496801,CRUZ SACO DE PUENTE PIEDRA,Privada,Privado,LIMA,PUENTE PIEDRA,MZ B LOTE 1,-11.88514,-77.07464
SISE VENTANILLA,4.9,1497007,5172 HIJOS DE LUYA,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,JIRON AREQUIPA S/N,-11.83017,-77.10834
SISE PUENTE PIEDRA,2.91,1497056,5177 ALAMEDA DEL NORTE,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,CALLE 9 Y 10 PARQUE CENTRAL S/N,-11.84254,-77.09246
SISE VENTANILLA,4.95,1497056,5177 ALAMEDA DEL NORTE,P£blica de gesti¢n directa,Público,LIMA,PUENTE PIEDRA,CALLE 9 Y 10 PARQUE CENTRAL S/N,-11.84254,-77.09246
SISE SAN JUAN DE MIRAFLORES,2.63,1497296,SACO OLIVEROS DE SANTA ISABEL,Privada,Privado,LIMA,CHORRILLOS,CALLE PALAS ATENEA Y PASAJE HUANUCO MZ S LOTE 23,-12.17109,-76.99497
SISE SURCO,2.89,1497296,SACO OLIVEROS DE SANTA ISABEL,Privada,Privado,LIMA,CHORRILLOS,CALLE PALAS ATENEA Y PASAJE HUANUCO MZ S LOTE 23,-12.17109,-76.99497
SISE VENTANILLA,4.78,1497395,LAS AMERICAS,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA LOS LIRIOS S/N MZ A LOTE 9,-11.82952,-77.1126
SISE PUENTE PIEDRA,1.57,1497452,CORAZON DE JESUS EL ROBLE,Privada,Privado,LIMA,PUENTE PIEDRA,CALLE 5 MZ H LOTE 03,-11.85392,-77.06826
SISE VENTANILLA,4.52,1497536,MI AMIGO JESUS,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA ANCON S/N MZ B LOTE 38,-11.83268,-77.11122
SISE PUENTE PIEDRA,3.72,1497668,JESUS AMIGO,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA ZAPALLAL S/N MZ H1 LOTE 8,-11.84078,-77.102065
SISE VENTANILLA,4.31,1497668,JESUS AMIGO,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA ZAPALLAL S/N MZ H1 LOTE 8,-11.84078,-77.102065
SISE INDEPENDENCIA,4.74,1497916,MAEZTU DE SANTA LUZMILA,Privada,Privado,LIMA,COMAS,JIRON BAQUIJANO Y CARRILLO 129,-11.947824,-77.063834
SISE INDEPENDENCIA,4.13,1498344,TRILCE DE COMAS,Privada,Privado,LIMA,COMAS,AVENIDA UNIVERSITARIA 5526 MZ E LOTE 36,-11.95351,-77.05374
SISE PUENTE PIEDRA,0.52,1498401,LAS ORQUIDEAS,Privada,Privado,LIMA,PUENTE PIEDRA,CALLE 6 S/N MZ F LOTE 15,-11.85996,-77.07659
SISE PUENTE PIEDRA,1.19,1279751,NUESTRA SE¥ORA DE MONSERRAT DE PUENTE PIEDRA II,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA BUENOS AIRES 1289,-11.85729,-77.08599
SISE VENTANILLA,4.83,1279751,NUESTRA SE¥ORA DE MONSERRAT DE PUENTE PIEDRA II,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA BUENOS AIRES 1289,-11.85729,-77.08599
SISE PUENTE PIEDRA,0.93,1279793,JOHN A. MACKAY,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA BUENOS AIRES 1123,-11.858997,-77.084314
SISE VENTANILLA,4.95,1279793,JOHN A. MACKAY,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA BUENOS AIRES 1123,-11.858997,-77.084314
SISE PUENTE PIEDRA,5.0,1278472,8186 MARIA JESUS ESPINOZA MATOS,P£blica de gesti¢n directa,Público,LIMA,COMAS,CALLE 5 S/N MZ M LOTE 1,-11.89907,-77.04858
SISE PUENTE PIEDRA,0.47,1498674,SARITA COLONIA,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA BUENOS AIRES 776,-11.86184,-77.08128
SISE PUENTE PIEDRA,1.36,1498708,VIRGEN MILAGROSA,Privada,Privado,LIMA,PUENTE PIEDRA,PASAJE LA S VI¥AS DEL NORTE MZ I LOTE 15,-11.852631,-77.081057
SISE PUENTE PIEDRA,0.65,1499300,3710 SAGRADOS CORAZONES,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA SAN LORENZO S/N MZ A LOTE 3,-11.86254,-77.07224
SISE INDEPENDENCIA,4.28,1499532,MARIA DEL ANGEL,Privada,Privado,LIMA,COMAS,CALLE JAPON S/N MZ N LOTE 2,-11.95204,-77.05456
SISE PUENTE PIEDRA,4.92,1499748,SAN RAFAEL,Privada,Privado,LIMA,CARABAYLLO,PARCELA 12 S/N,-11.829724,-77.049843
SISE PUENTE PIEDRA,4.78,1499888,THALES DE MILETO,Privada,Privado,LIMA,CARABAYLLO,MZ D1 LOTE 18 Y 19,-11.88793,-77.041
SISE VENTANILLA,4.58,1499961,LOS AMAUTAS DE ZAPALLAL,Privada,Privado,LIMA,PUENTE PIEDRA,MZ I LOTE 13,-11.83206,-77.11132
SISE PUENTE PIEDRA,0.62,1499987,ALFRED NOBEL DE PUENTE PIEDRA,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA HEROES DE CENEPA S/N MZ U LOTE 1 AL 13,-11.86565,-77.08342
SISE VENTANILLA,4.93,1499987,ALFRED NOBEL DE PUENTE PIEDRA,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA HEROES DE CENEPA S/N MZ U LOTE 1 AL 13,-11.86565,-77.08342
SISE PUENTE PIEDRA,2.82,1500008,JOSE CARLOS MARIATEGUI DE ZAPALLAL,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA PRIMAVERA S/N MZ A LOTE 2,-11.84882,-77.09831
SISE VENTANILLA,4.02,1500008,JOSE CARLOS MARIATEGUI DE ZAPALLAL,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA PRIMAVERA S/N MZ A LOTE 2,-11.84882,-77.09831
SISE PUENTE PIEDRA,0.51,1500644,JESUS SUBLIME MAESTRO,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA BUENOS AIRES 101,-11.8684,-77.07537
SISE PUENTE PIEDRA,2.92,1500651,NUESTRA SE¥ORA DE LAS MERCEDES,Privada,Privado,LIMA,PUENTE PIEDRA,CALLE CALLE LA MERCED MZ B LOTE 01,-11.84875,-77.0994
SISE VENTANILLA,3.93,1500651,NUESTRA SE¥ORA DE LAS MERCEDES,Privada,Privado,LIMA,PUENTE PIEDRA,CALLE CALLE LA MERCED MZ B LOTE 01,-11.84875,-77.0994
SISE PUENTE PIEDRA,1.61,1281518,ARISTIDES DEL NORTE,Privada,Privado,LIMA,PUENTE PIEDRA,CALLE A Y CALLE B S/N,-11.850468,-77.081797
SISE SAN JUAN DE LURIGANCHO,3.04,0901454,CRISTONY,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS MALVAVISCOS 120,-11.99092,-77.01158
SISE SAN JUAN DE LURIGANCHO,4.22,0762831,INCA GARCILASO DE LA VEGA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA CANTO GRANDE 198,-11.98,-77.01174
SISE SAN JUAN DE LURIGANCHO,4.13,0901587,MENTOR DE CANTO REY,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA LOS BAMBUES 815,-11.98095,-76.99666
SISE SAN JUAN DE LURIGANCHO,4.94,1069673,LOBACHEVSKY,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE VILLAC UMU 1238,-11.97325,-76.99839
SISE SAN JUAN DE LURIGANCHO,3.32,0901702,LUIS FABIO XAMMAR,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA CONSTELACION 2446,-11.98834,-77.01188
SISE SAN JUAN DE LURIGANCHO,2.05,0665331,CRISTO REY,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON KALASASAYA 1155 MZ E-1 LOTE 11,-12.01494,-76.98567
SISE SAN JUAN DE LURIGANCHO,1.6,0632059,SAN JUAN BAUTISTA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS AMAUTAS 1167-1171,-12.02483,-76.99183
SISE SAN JUAN DE LURIGANCHO,3.2,0664458,JOHANNES KEPLER II,Privada,Privado,LIMA,EL AGUSTINO,AVENIDA RIVA AGUERO 1566-1568,-12.04554,-76.99859
SISE SAN JUAN DE LURIGANCHO,0.84,0901157,BLAS PASCAL,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON SAN LUIS DE GONZAGA 511-519,-12.02473,-77.00294
SISE SAN JUAN DE LURIGANCHO,4.43,0777714,157 CAPITAN FAP JOSE ABELARDO QUI¥ONEZ,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA PROLONGACION SAN MARTIN S/N,-11.98225,-76.98489
SISE SAN JUAN DE LURIGANCHO,0.76,0900738,0134 MARIO FLORIAN,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS SENSITIVAS S/N,-12.01087,-77.00667
SISE SAN JUAN DE LURIGANCHO,0.94,0901603,SAN NICOLAS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS ACEBOS 166,-12.009,-77.00605
SISE SAN JUAN DE LURIGANCHO,1.52,1067206,NUESTRA SE¥ORA DE COPACABANA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE MALECON CHECA 241,-12.02998,-77.00958
SISE SAN JUAN DE LURIGANCHO,2.31,0901306,JUAN WESLEY,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE HATUN COLLA 388-390,-12.01762,-76.98306
SISE SAN JUAN DE LURIGANCHO,4.89,0901652,SANTO DOMINGO SAVIO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA LAS FLORES 209,-11.97328,-77.00322
SISE SAN JUAN DE LURIGANCHO,2.1,0901488,ASOCIACION EDUCATIVA DE JESUS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA MANGOMARCA 499,-12.01442,-76.98527
SISE SAN JUAN DE LURIGANCHO,4.88,0901116,BENJAMIN FRANKLIN,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE LOS CEDROS MZ G LOTE 18 ZONA I,-12.02167,-76.95966
SISE SAN JUAN DE LURIGANCHO,0.18,1069590,SAN PEDRO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS BELE¥OS 275,-12.01592,-77.00519
SISE SAN JUAN DE LURIGANCHO,4.53,1067123,MARISCAL ANDRES AVELINO CACERES DORREGARAY DE CAMPOY,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA LOS PROCERES S/N MZ M LOTE 20,-12.01322,-76.96291
SISE SAN JUAN DE LURIGANCHO,1.5,1067081,JUAN PABLO II,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA LOS JARDINES ESTE 426,-12.00398,-77.00206
SISE SAN JUAN DE LURIGANCHO,0.93,1067164,HONORES DE LAS FLORES,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,PASAJE LOS AMARUS 651,-12.0188,-77.01276
SISE SAN JUAN DE LURIGANCHO,4.94,0901322,PEDRO PAULET,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON RIO VILCANOTA 266,-11.97305,-77.00855
SISE INDEPENDENCIA,4.96,0703280,JEAN PIAGET,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS NACISOS 128,-12.00171,-77.01534
SISE SAN JUAN DE LURIGANCHO,2.11,0703280,JEAN PIAGET,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS NACISOS 128,-12.00171,-77.01534
SISE INDEPENDENCIA,4.7,0607531,0087 JOSE MARIA ARGUEDAS,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS GERMANIOS S/N,-11.99525,-77.01644
SISE SAN JUAN DE LURIGANCHO,2.78,0607531,0087 JOSE MARIA ARGUEDAS,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS GERMANIOS S/N,-11.99525,-77.01644
SISE SAN JUAN DE LURIGANCHO,4.56,0336610,NICOLAS COPERNICO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA WIESE S/N,-11.97627,-77.0028
SISE SAN JUAN DE LURIGANCHO,2.13,0901066,0147 CAPITAN EP LUIS ALBERTO GARCIA ROJAS,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS JOBOS S/N,-11.99992,-77.01265
SISE SAN JUAN DE LURIGANCHO,3.44,0900852,0150 HEROES DE LA BRE¥A,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA HEROES DE LA BRE¥A S/N,-11.98802,-76.99411
SISE SAN JUAN DE LURIGANCHO,1.56,1070119,168 AMISTAD PERU JAPON,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS GRAVAS CUADRA 18,-12.00328,-77.00547
SISE INDEPENDENCIA,4.9,0900704,100 SANTA ELIZABETH,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS CENTAUROS S/N,-11.98745,-77.01444
SISE SAN JUAN DE LURIGANCHO,3.49,0900704,100 SANTA ELIZABETH,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS CENTAUROS S/N,-11.98745,-77.01444
SISE SAN JUAN DE LURIGANCHO,1.3,0665281,0130 HEROES DEL CENEPA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS RIMARINAS,-12.00602,-77.0076
SISE SAN JUAN DE LURIGANCHO,2.11,0578526,0092 ALFRED NOBEL,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS GRAVAS 2032,-11.99857,-77.00743
SISE SAN JUAN DE LURIGANCHO,1.17,0664292,128 LA LIBERTAD,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON ENERGITAS S/N MZ A ETAPA II,-12.00866,-76.99818
SISE INDEPENDENCIA,4.65,0762849,121 VIRGEN DE FATIMA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA NUEVO PERU MZ D LOTE 8-9,-12.00206,-77.01836
SISE SAN JUAN DE LURIGANCHO,2.28,0762849,121 VIRGEN DE FATIMA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA NUEVO PERU MZ D LOTE 8-9,-12.00206,-77.01836
SISE SAN JUAN DE LURIGANCHO,3.18,1070150,0169,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA JORGE BASADRE MZ V-1 LOTE 1-22,-11.98876,-77.00652
SISE SAN JUAN DE LURIGANCHO,1.69,0556449,1181 ALBERT EINSTEIN,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS EBANOS S/N,-12.00556,-77.01421
SISE SAN JUAN DE LURIGANCHO,3.84,0703256,0137 MIGUEL GRAU SEMINARIO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON MARTE Y PLUTON S/N,-11.98397,-77.01347
SISE SAN JUAN DE LURIGANCHO,2.08,0777680,0073 BENITO JUAREZ,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA LOS AMAUTAS 1560,-12.02473,-76.98677
SISE SAN JUAN DE LURIGANCHO,0.61,0665265,110 SAN MARCOS,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,PASAJE LOS COLIBRIS S/N,-12.014,-76.9998
SISE INDEPENDENCIA,4.58,0665471,0132 TORIBIO DE LUZURIAGA Y MEJIA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON NEVADO DE HUASCARAN S/N,-11.98134,-77.01831
SISE SAN JUAN DE LURIGANCHO,4.28,0665471,0132 TORIBIO DE LUZURIAGA Y MEJIA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,JIRON NEVADO DE HUASCARAN S/N,-11.98134,-77.01831
SISE SAN JUAN DE LURIGANCHO,1.13,0336628,ANTENOR ORREGO ESPINOZA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA GRAN CHIMU S/N,-12.02474,-76.99727
SISE SAN JUAN DE LURIGANCHO,4.57,0901082,SOLIDARIDAD III,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA LOS PROCERES MZ R LOTE 15,-12.01247,-76.96263
SISE INDEPENDENCIA,4.7,0901033,0119 CANTO BELLO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA CANTO BELLO S/N,-11.97731,-77.01825
SISE SAN JUAN DE LURIGANCHO,4.7,0901033,0119 CANTO BELLO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA CANTO BELLO S/N,-11.97731,-77.01825
SISE INDEPENDENCIA,4.64,0778761,161 MOISES COLONIA TRINIDAD,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE LURIGANCHO,MZ Q,-11.98837,-77.01676
